address	averagePriceTip	deliveryTimeTip	deliveryType	discounts2	distance	minPriceTip	monthSalesTip	mtWmPoiId	origin_shipping_fee_tip	picUrl	poiTypeIcon	poi_name	shippingFeeTip	shipping_time	shopName	status	statusDesc	wmPoiScore
"田园镇富德广场"	人均 ¥14	30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.9km	起送 ¥0	月售700	1103764848545285		http://p0.meituan.net/business/9d66408a925016a98716d0571d7e92671330451.jpg		昌宁人民医院	配送 ¥3	00:00-03:50,09:00-23:59	港派汉堡	1		46
"田园镇滨河路南段西侧21号"	人均 ¥23	30分钟	1	"[ { ""info"" : ""折扣商品9.8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	405m	起送 ¥0	月售300	859106331490769		http://p0.meituan.net/waimaipoi/b20fed8783d469ae16023829c6f381cb29367.jpg		昌宁人民医院	配送 ¥3	10:00-21:00	腾乡傣味撒撇（清真街店）	1		47
"昌宁县田园镇右甸东路"		30分钟	1	"[ { ""info"" : ""折扣商品9.8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	962m	起送 ¥0	月售600	961957913304906		http://p1.meituan.net/business/0208709f111f4096faeeb0a9bf92de5e124302.jpg		昌宁人民医院	配送 ¥3	09:20-21:00	老字号砂锅饭(炒饭）	1		45
"田园镇龙井社区居民委员会右甸北路（仁德医院一楼）"	人均 ¥35	30分钟	1	"[ { ""info"" : ""折扣商品9.5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.5km	起送 ¥0	月售200	986099924472390		http://p0.meituan.net/waimaipoi/bad491dea84b4622904abd309f0353cb22298.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,07:00-23:59	湘邵铁板鱿鱼	1		45
"田园镇达丙社区居民委员会达丙街"		30分钟	1		1.7km	起送 ¥0	月售100	1065990611181013		http://p0.meituan.net/business/147aca89675f28bdfd9ede03eccbc7ac1028712.jpg		昌宁人民医院	配送 ¥4	07:00-23:00	正宗北京果木炭烤鸭（达丙街四十米大街头店）	1		40
"云南省保山市昌宁县田园镇文昌路南侧，福慧路西侧（雄达，明丰苑）"	人均 ¥18	30分钟	1	"[ { ""info"" : ""满50减2;满100减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.3km	起送 ¥0	月售400	913901524259583		http://p1.meituan.net/waimaipoi/55ac7a495fa97d16e0c79946801d711e39661.jpg		昌宁人民医院	配送 ¥3	09:00-21:00	六子東北饺子馆	1		44
"宝丰社区居民委员会"		30分钟	1		1.6km	起送 ¥0	月售200	1055742819227153		http://p0.meituan.net/waimaipoi/d2c6d899c4a37707e018735eed208c8221512.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,08:00-19:00,19:30-23:59	激情一元烧	1		0
"田园镇新城路东侧"	人均 ¥15	30分钟	1	"[ { ""info"" : ""满25减15"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥0	月售300	964500533985064		http://p0.meituan.net/waimaipoi/eaefe3e3f7c5c85bd43c6eb358bc3c1e113947.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,10:00-23:59	大嘴巴烤肉拌饭脆皮鸡饭	1		43
"云南省保山市昌宁县田园镇武华路20号"	人均 ¥25	30分钟	1	"[ { ""info"" : ""满20减3;满30减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	401m	起送 ¥0	月售100	988681199840400		http://p0.meituan.net/waimaipoi/6f074b1242fcb175153d6dabdd45ace916610.jpg		昌宁人民医院	配送 ¥3	00:00-01:00,09:00-19:00,20:30-23:59	十点半烧烤	1		0
"云南省保山市昌宁县田园镇文昌路北侧"		30分钟	1	"[ { ""info"" : ""满25减3;满40减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9.43折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.7km	起送 ¥0	月售500	1059539570304623		http://p0.meituan.net/waimaipoi/d3e455b73ae3fdfc7df5c92b8d8cb72623727.jpg		昌宁人民医院	配送 ¥3	07:20-19:25	弥勒卤鸡米线（昌宁店）	1		46
"云南省保山市昌宁县田园镇滨河盛景7-7号"		30分钟	1	"[ { ""info"" : ""满20减1;满30减2"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.2km	起送 ¥0	月售300	1029758267049815		http://p0.meituan.net/waimaipoi/2a0e887e1c305075aebcd47afd94eb9930727.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,07:30-23:59	阿中de厨房（滨河盛景店）	1		41
"田园镇清真街"		30分钟	1	"[ { ""info"" : ""满30减6;满60减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	542m	起送 ¥0	月售70	941810221728549		http://p0.meituan.net/waimaipoi/9e9004ab71803a65f7660f56a0901dae28034.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	腾乡傣味白妹撒撇	1		43
"云南省保山市昌宁县田园镇福慧路以西、环城北路以南、文昌街以北（隆祥花园2幢06号）"		30分钟	1	"[ { ""info"" : ""满20减2;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.3km	起送 ¥0	月售200	1026532746627191		http://p0.meituan.net/waimaipoi/c9aac94266c128ce7d9d330a82d6fa9861333.jpg		昌宁人民医院	配送 ¥3	07:10-20:20	埃山遵义虾子羊肉米线	1		47
"田园镇关庙社区居民委员会武华路47号"		30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9.57折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	935m	起送 ¥0	月售600	919502161600049		http://p0.meituan.net/waimaipoi/3847386652d3965f22277b7e5e4c77b429279.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,08:00-23:59	暴走芝士焗饭	1		40
"宝丰路27附近"	人均 ¥26	30分钟	1	"[ { ""info"" : ""满50减5;满100减10"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	785m	起送 ¥0	月售1000	1071445219645143		http://p0.meituan.net/waimaipoi/1ba6d1b70fa4a60788f15fc0b06fb5d737441.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,15:00-23:59	安泰烧烤	1		43
"云南省保山市昌宁县田园镇兴宁街与环城北路交叉口（富德城市广场2栋3楼）"		30分钟	1		2.1km	起送 ¥0	月售17	989870905811470		http://p0.meituan.net/waimaipoi/cfeaecc3a166274a7b73177e6852327867383.jpg		昌宁人民医院	配送 ¥3	09:00-21:30	初客牛排	1		0
"云南省保山市昌宁县田园镇新城路（十字路80号）"	人均 ¥22	30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品0.5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.2km	起送 ¥0	月售900	1096991685133626		http://p1.meituan.net/business/4fb5ce430fb65336860be1f97f022f5d224488.jpg		昌宁人民医院	配送 ¥3	09:00-23:40	饭点点饭烤肉拌饭（昌宁店）	1		40
"田园镇清真街"		30分钟	1	"[ { ""info"" : ""满20减4;满40减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	500m	起送 ¥0	月售42	900423916889603		http://p1.meituan.net/waimaipoi/0f2503c5524a9be5d6b3111e8c6139b410495.jpg		昌宁人民医院	配送 ¥3	11:30-20:30	烤面筋七彩土豆	1		0
"云南省保山市昌宁县田园镇中心村"	人均 ¥42	30分钟	1		1.1km	起送 ¥0	月售200	899642232832716		http://p0.meituan.net/waimaipoi/39a6f1435dba588f1a0988fc1a304ac031585.jpg		昌宁人民医院	配送 ¥3	08:30-20:30	老北京烤鸭（南小区店）	1		42
"田园镇环城北路与兴宁街交汇处（富德广场4幢1070号）"	人均 ¥20	30分钟	1	"[ { ""info"" : ""满21减5;满45减10"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.45折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.9km	起送 ¥0	月售500	951559797507796		http://p0.meituan.net/waimaipoi/167cbc193228ab31151fd9241985fbf579328.jpg		昌宁人民医院	配送 ¥3	10:16-21:00	有一家烤肉饭（昌宁店）	1		45
"保山市昌宁县田园镇文昌社区居民委员会隆祥花园16-21"		30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.5km	起送 ¥0	月售0	902790443886126		http://p0.meituan.net/waimaipoi/3bb63fe286953024049b5e1934a63c83358400.jpg		昌宁人民医院	配送 ¥3	10:30-20:00	羽贤中餐馆	1		0
"右甸南路"	人均 ¥15	30分钟	1	"[ { ""info"" : ""满10减1;满20减2;满30减3"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	924m	起送 ¥0	月售300	977844997333828		http://p0.meituan.net/waimaipoi/caf585a3ccd47997ca0e2942109ffef732224.jpg		昌宁人民医院	配送 ¥3	07:30-22:00	杭州小笼包	1		43
"宝达路"		30分钟	1		1.5km	起送 ¥0	月售44	1034079004157972		http://p1.meituan.net/business/a4cec1895940dfe72815bdef1ea99139221761.jpg		昌宁人民医院	配送 ¥3	09:00-21:00	老字号大理宾川正宗海稍鱼	1		0
"保山市昌宁县田园镇达丙社区居民委员会宝达路北侧(达丙社区老年活动中心旁)"		30分钟	1		1.6km	起送 ¥0	月售73	963783274425795		http://p0.meituan.net/waimaipoi/62ed53a7ad47b9829059a982f06fa5577943.jpg		昌宁人民医院	配送 ¥3	07:00-22:00	一品驴肉馆	1		0
"田园镇龙泉社区柒树坡村民小组小凹子地（宏娟农家乐）"		30分钟	1	"[ { ""info"" : ""折扣商品6.8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥0	月售36	955416678168972		http://p0.meituan.net/waimaipoi/d1f2de41a6906f1845115afb061665707642.jpg		昌宁人民医院	配送 ¥3	00:00-03:30,07:00-23:59	宏娟农家乐	1		0
"右甸西路40附近"		30分钟	1		1.7km	起送 ¥0	月售300	890687225995093		http://p0.meituan.net/waimaipoi/12bb4419b0f2db469a7df9a4c9cdc65b35717.jpg		昌宁人民医院	配送 ¥3	07:00-19:15	刀削面手拉面（昌宁店）	1		38
"田园镇清真街42号"		30分钟	1	"[ { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	463m	起送 ¥0	月售100	1073429494506316		http://p1.meituan.net/waimaipoi/764dc2c7ecc49d60e91d80c93742b8e57478.jpg		昌宁人民医院	配送 ¥3	10:00-20:00	甩粑粑	1		47
"田园镇达丙社区居民委员会达丙街30号"	人均 ¥13	30分钟	1	"[ { ""info"" : ""满20减15;满40减30"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.7km	起送 ¥0	月售700	1093761869737280		http://p0.meituan.net/waimaipoi/044270ecc7e27c9c5076ba68d16c73ad19942.jpg		昌宁人民医院	配送 ¥3	00:01-04:00,10:00-23:59	御膳炖罐	1		41
"保山市昌宁县田园镇文昌社区居民委员会紫檀水岸8幢1单元1号"	人均 ¥18	30分钟	1	"[ { ""info"" : ""满20减2;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品0.91折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥11	月售1000	982595231180374		http://p0.meituan.net/business/ce9fff255216658ccc8d190bb7e7ae4f179416.jpg		昌宁人民医院	配送 ¥3	00:00-03:58,08:00-23:59	芝佳基	1		45
"保山市昌宁县田园镇龙井社区居民委员会滨河盛景商业休闲步行街第E-9幢5号"	人均 ¥12	30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.89折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.2km	起送 ¥0	月售300	929947522057446		http://p0.meituan.net/business/60dfbb7f1759c078a0aba5398aafd80a177588.jpg		昌宁人民医院	配送 ¥3	10:30-22:00	HEY JUICE茶桔便	1		48
"云南省保山市昌宁县田园镇环城西路西侧(南小区农贸市场)"	人均 ¥18	30分钟	1	"[ { ""info"" : ""满20减6"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9.8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.7km	起送 ¥0	月售900	1111341170867366		http://p0.meituan.net/business/f940fb196998d836537156bd0086cddf45773.jpg		昌宁人民医院	配送 ¥3	10:30-22:00	烧鹅3号店（广东烧腊饭）	1		43
"清真街与滨河西路交叉口西行150米路南"	人均 ¥17	30分钟	1	"[ { ""info"" : ""满25减15"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.4折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 }, { ""info"" : ""实际支付38元返2元商家代金券"", ""iconUrl"" : ""http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png"", ""promotionType"" : 2, ""activityId"" : 100 } ]"	522m	起送 ¥0	月售800	967253607981994		http://p0.meituan.net/waimaipoi/e8bee5fe49378e8ff698c7c9abfaf97481003.jpg		昌宁人民医院	配送 ¥3	00:00-03:00,08:30-23:59	好乐佳小吃	1		46
"保山市昌宁县田园镇右文社区村民委员会右文岔路口（李家大烧米线）"		30分钟	1	"[ { ""info"" : ""满21减1;满32减3"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9.52折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 }, { ""info"" : ""领2元券"", ""iconUrl"" : ""http://p1.meituan.net/activityconfig/3fc360f1c726e7148380f4c77fa303fd1475.png"", ""promotionType"" : 2, ""activityId"" : 103 }, { ""info"" : ""实际支付40元返2元商家代金券"", ""iconUrl"" : ""http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png"", ""promotionType"" : 2, ""activityId"" : 100 } ]"	1.5km	起送 ¥0	月售100	944773749193116		http://p0.meituan.net/waimaipoi/d9087a93acb9ab5fc78e6a8059e8461d75498.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,08:00-23:59	李家大烧米线	1		37
"雄达盛世名苑小区3单元4-5号"	人均 ¥36	30分钟	1	"[ { ""info"" : ""满30减1;满60减5;满100减10"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.7km	起送 ¥0	月售100	855017522627745		http://p1.meituan.net/waimaipoi/678f91b170da162912c8682c1c1aa62f44906.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	重庆风味	1		0
"文昌社区城坡张家沟"		30分钟	1		2.4km	起送 ¥0	月售19	864002594210557		http://p1.meituan.net/waimaipoi/92f4974d8eb5ef383cf929ac56e7ddfa25259.jpg		昌宁人民医院	配送 ¥3	10:30-18:00	伊品斋牛肉食馆	1		0
"田园镇右甸东路南侧"		30分钟	1		1.1km	起送 ¥0	月售400	1053110004244534		http://p0.meituan.net/waimaipoi/0156e69a822ca57649685ceff8b3502547332.jpg		昌宁人民医院	配送 ¥3	00:00-03:00,07:00-23:59	大牙食堂	1		39
"保山市昌宁县田园镇关庙社区居民委员会清真街26号"	人均 ¥27	30分钟	1	"[ { ""info"" : ""满20减2;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	612m	起送 ¥0	月售100	855034702498570		http://p0.meituan.net/waimaipoi/062f0df2ade07da842cbf2aeaa8342d252865.jpg		昌宁人民医院	配送 ¥3	09:00-23:59	刁氏鸡脚	1		0
"云南省保山市昌宁县田园镇滨河盛景7-8号"		30分钟	1		919m	起送 ¥0	月售200	875998437838576		http://p0.meituan.net/waimaipoi/53f7d0d0b0556a0e096786aa8eb23c4229510.jpg		昌宁人民医院	配送 ¥3	10:00-21:00	滕乡傣味撒撇（滨河店）	1		42
"宝达路45号"		30分钟	1		1.3km	起送 ¥0	月售15	1091318033305237		http://p0.meituan.net/waimaipoi/9cab0721bf30438854ee712340672c7925484.jpg		昌宁人民医院	配送 ¥3	09:00-21:00	山茅田鸡鲜活馆	1		0
"田园镇文昌社区居民委员会宏达小区50号（红十字会医院旁）"	人均 ¥24	30分钟	1	"[ { ""info"" : ""满30减3;满60减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.6km	起送 ¥0	月售300	1038232237532404		http://p0.meituan.net/business/3571ee20ffd01fe318ea038c3c52d1491876335.jpg		昌宁人民医院	配送 ¥3	08:00-21:00	文昌人家	1		40
"田园镇关庙社区居民委员会武华路南侧14号"	人均 ¥17	30分钟	1	"[ { ""info"" : ""下单即赠香酥辣，咸菜，各一份"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/dfb8be4fc2eb746ecbc4c1485dba635a1127.png"", ""promotionType"" : 2, ""activityId"" : 5 } ]"	224m	起送 ¥0	月售500	885967056937877		http://p1.meituan.net/waimaipoi/a6fb79f6733f31876c7337a13b5cf73119406.jpg		昌宁人民医院	配送 ¥3	07:00-21:00	鲁记牛羊肉米线馆	1		42
"保山市昌宁县田园镇关庙社区居民委员会清真街32号"		30分钟	1		764m	起送 ¥0	月售70	926657577137138		http://p0.meituan.net/waimaipoi/4102a5fb06f38a752e94276d641ff1d7109014.jpg		昌宁人民医院	配送 ¥3	09:00-20:00	五味草堂五谷渔粉（昌宁店）	1		0
